2010-08-05 00:03:00,76.0,72.9,29.66,NE,49,0.0,1.0,90,0.00,,,0.00,VWS V14.00,
2010-08-05 00:08:00,75.8,72.7,29.65,NE,49,0.0,0.0,90,0.00,,,0.00,VWS V14.00,
2010-08-05 00:13:00,75.7,72.6,29.65,NNE,22,0.0,1.0,90,0.00,,,0.00,VWS V14.00,
2010-08-05 00:18:00,75.7,72.9,29.65,NNE,28,0.0,0.0,91,0.00,,,0.00,VWS V14.00,
2010-08-05 00:23:00,75.6,72.8,29.65,NNE,28,0.0,0.0,91,0.00,,,0.00,VWS V14.00,
2010-08-05 00:28:00,75.5,72.7,29.65,NNE,28,0.0,1.0,91,0.00,,,0.00,VWS V14.00,
2010-08-05 00:33:00,75.4,72.6,29.65,NW,323,1.0,1.0,91,0.00,,,0.00,VWS V14.00,
2010-08-05 00:38:00,75.3,72.5,29.65,NW,323,0.0,0.0,91,0.00,,,0.00,VWS V14.00,
2010-08-05 00:43:00,75.3,72.5,29.65,NW,323,0.0,0.0,91,0.00,,,0.00,VWS V14.00,
2010-08-05 00:48:00,75.2,72.4,29.65,NW,323,1.0,2.0,91,0.00,,,0.00,VWS V14.00,
2010-08-05 00:53:00,75.1,72.6,29.65,NW,323,0.0,1.0,92,0.00,,,0.00,VWS V14.00,
2010-08-05 00:58:00,75.0,72.5,29.65,NW,323,0.0,2.0,92,0.00,,,0.00,VWS V14.00,
2010-08-05 01:03:00,74.9,72.4,29.65,NW,323,0.0,0.0,92,0.00,,,0.00,VWS V14.00,
2010-08-05 01:08:00,74.8,72.3,29.65,NW,323,0.0,0.0,92,0.00,,,0.00,VWS V14.00,
2010-08-05 01:13:00,74.7,72.2,29.65,NW,323,0.0,1.0,92,0.00,,,0.00,VWS V14.00,
2010-08-05 01:18:00,74.6,72.1,29.64,NW,323,0.0,0.0,92,0.00,,,0.00,VWS V14.00,
2010-08-05 01:23:00,74.4,71.9,29.64,NW,323,0.0,0.0,92,0.00,,,0.00,VWS V14.00,
2010-08-05 01:28:00,74.3,72.2,29.64,NW,323,0.0,1.0,93,0.00,,,0.00,VWS V14.00,
2010-08-05 01:33:00,74.2,72.1,29.64,NW,323,0.0,0.0,93,0.00,,,0.00,VWS V14.00,
2010-08-05 01:38:00,74.1,71.9,29.64,NW,323,0.0,0.0,93,0.00,,,0.00,VWS V14.00,
2010-08-05 01:43:00,74.0,71.8,29.64,NW,323,0.0,0.0,93,0.00,,,0.00,VWS V14.00,
2010-08-05 01:49:00,74.0,71.8,29.64,NW,323,0.0,0.0,93,0.00,,,0.00,VWS V14.00,
2010-08-05 01:54:00,74.0,71.8,29.64,NW,323,0.0,0.0,93,0.00,,,0.00,VWS V14.00,
2010-08-05 01:59:00,73.9,71.8,29.63,NW,323,0.0,0.0,93,0.00,,,0.00,VWS V14.00,
2010-08-05 02:04:00,73.7,71.9,29.63,NW,323,0.0,0.0,94,0.00,,,0.00,VWS V14.00,
2010-08-05 02:09:00,73.6,71.8,29.63,NW,323,0.0,0.0,94,0.00,,,0.00,VWS V14.00,
2010-08-05 02:14:00,73.5,71.7,29.63,NW,323,0.0,0.0,94,0.00,,,0.00,VWS V14.00,
2010-08-05 02:19:00,73.5,71.7,29.63,NW,323,0.0,0.0,94,0.00,,,0.00,VWS V14.00,
2010-08-05 02:24:00,73.4,71.6,29.63,NW,323,0.0,0.0,94,0.00,,,0.00,VWS V14.00,
2010-08-05 02:29:00,73.3,71.5,29.63,NW,323,0.0,0.0,94,0.00,,,0.00,VWS V14.00,
2010-08-05 02:34:00,73.3,71.5,29.63,NW,323,0.0,1.0,94,0.00,,,0.00,VWS V14.00,
2010-08-05 02:39:00,73.3,71.5,29.63,NW,323,0.0,0.0,94,0.00,,,0.00,VWS V14.00,
